Procedimiento:,Motivo del llamado:,Tipo:,Área:,Subárea:,Estado:,Tiempo de respuesta:,Campo descripción:,Importante
PORTABILIDAD,Anulación Porta: Desea Retornar a Entel,Problema,Anulación porta Retorno In,Desconoce Portabilidad o Dificultad Técnica o Incumplimiento Contrato,Pendiente + ctrl “s”,5 Días Hábiles,Datos del cliente: <br>- Rut cliente: <br>- Nombre: <br>- Nro portado: <br>- Nro. Contacto diferente: <br>- Motivo de la anulación: Suplantación de identidad / Dificultad Técnica / No se cumple oferta,NA
PORTABILIDAD,Anulación Porta: Desea Retornar a su Compañia de Origen,Problema,Anulación porta Retorno In,Desconoce Portabilidad o Dificultad Técnica o Incumplimiento Contrato,Pendiente + ctrl “s”,5 Días Hábiles,Datos del cliente: <br>- Rut cliente: <br>- Nombre: <br>- Nro portado: <br>- Nro. Contacto diferente: <br>- Motivo de la anulación: Suplantación de identidad / Dificultad Técnica / No se cumple oferta,NA
PORTABILIDAD,Desconoce Portabilidad SIN Equipo / Activo en Sistema ,Problema,Desconoce servicios,Desconocimiento de Portabilidad,Front: Cerrado/Acogido + ctrl “s” o JP: En Progreso + ctrl “s” o Back: Pendiente + ctrl “s”,"Front: Inmediato o JP: Mismo día que se asigna o Back: 48 Horas Hábiles""",Móvil CLIENTE DESCONOCE PORTABILIDAD<br>Estado: <br>Rut cliente: <br>Nombre: <br>Número de contacto: <br>Canal: <br>Argumento: <br>Correo:,"1️⃣FRONT:<br>➖ El monto de la nota de crédito es inferior o igual al permitido para el Ejecutivo Front ($15.000). <br>➖ Si el cliente tiene boleta emitida se deben realizar dos tickets: uno de “Desconoce Servicios” (que debe quedar en estado “Cerrado/Acogido”) sobre la boleta objetada y otro “Cierre de gestión - Back” para los consumos que aún no se han facturados (que debe quedar en estado “Pendiente”).<br><br>2️⃣JP:<br>➖ El monto de la nota de crédito es superior al permitido al ejecutivo ($15.001 - $100.000) y deberá escalar al Supervisor. <br>➖ Si el cliente tiene boleta emitida se deben realizar dos tickets: uno de “Desconoce Servicios” (estado “Cerrado/Acogido”) sobre la boleta objetada y otro “Cierre de gestión - Back” para los consumos que aún no se han facturados (estado “Pendiente”. <br>➖ En estos casos el ejecutivo front crea los tickets que corresponden y el supervisor gestiona la impugnación.<br><br>3️⃣ BACK:<br>➖ Excede el monto permitido tanto del ejecutivo como del supervisor (Mayor a $100.000)<br>➖ No tiene boleta emitida<br>➖ O corresponde a boletas anteriores, se deberá escalar al back de facturación"
PORTABILIDAD,Desconoce Portabilidad CON Equipo / Activo en Sistema,Problema,Desconoce servicios,Desconocimiento de Porta + Equipo,Front: Cerrado/Acogido + ctrl “s” o JP: En Progreso + ctrl “s” o Back: Pendiente + ctrl “s”,"Front: Inmediato o JP: Mismo día que se asigna o Back: 48 Horas Hábiles""",Móvil CLIENTE DESCONOCE PORTABILIDAD<br>Estado: <br>Rut cliente: <br>Nombre: <br>Número de contacto: <br>Canal: <br>Argumento: <br>Correo:,"1️⃣FRONT:<br>➖ El monto de la nota de crédito es inferior o igual al permitido para el Ejecutivo Front ($15.000). <br>➖ Si el cliente tiene boleta emitida se deben realizar dos tickets: uno de “Desconoce Servicios” (que debe quedar en estado “Cerrado/Acogido”) sobre la boleta objetada y otro “Cierre de gestión - Back” para los consumos que aún no se han facturados (que debe quedar en estado “Pendiente”).<br><br>2️⃣JP:<br>➖ El monto de la nota de crédito es superior al permitido al ejecutivo ($15.001 - $100.000) y deberá escalar al Supervisor. <br>➖ Si el cliente tiene boleta emitida se deben realizar dos tickets: uno de “Desconoce Servicios” (estado “Cerrado/Acogido”) sobre la boleta objetada y otro “Cierre de gestión - Back” para los consumos que aún no se han facturados (estado “Pendiente”. <br>➖ En estos casos el ejecutivo front crea los tickets que corresponden y el supervisor gestiona la impugnación.<br><br>3️⃣ BACK:<br>➖ Excede el monto permitido tanto del ejecutivo como del supervisor (Mayor a $100.000)<br>➖ No tiene boleta emitida<br>➖ O corresponde a boletas anteriores, se deberá escalar al back de facturación"
PORTABILIDAD,Rechazo por Código de Activación (CAP) Expirado - Prepago,NA,NA,NA,NA,NA,NA,"Durante el proceso de portabilidad de un móvil Prepago, se realiza la solicitud de Código de Activación Prepago (CAP) para validar la identidad del cliente. Dicho CAP lo emite la compañía cedente y se lo envía al cliente en un SMS.<br><br>En caso de que la solicitud de portabilidad haya salido rechazada por CAP expirado (caso de portabilidad de una línea Prepago), Notifica al cliente el resultado de la portabilidad, que se procederá a escalar su caso y será contactado en un plazo máximo de 24 horas corridas, utilizando el siguiente protocolo:<br><br>""(nombre del cliente), verifico en nuestro sistema que su solicitud de portabilidad ha sido rechazada por código expirado. Hemos realizado el escalamiento de su requerimiento a nuestra área técnica y en un plazo máximo de 24 horas corridas será contactado nuevamente”<br><br>La información de los casos con CAP expirado le llega al Back de Portabilidad por correo electrónico de forma automática, en el cual se resumen los casos presentados en el día.<br><br>Se registra desde OT presionando el botón ubicado en la sección <strong><span style=""color:#005CFF;"">&quot;5 últimas solicitudes&quot;</span></strong> e incluyendo la información en el campo <strong><span style=""color:#005CFF;"">&quot;Descripción&quot;</span></strong>: <br><a href=""https://i.ibb.co/NZ3QSNp/image.png"" target=""_blank""> <img src=""https://i.ibb.co/NZ3QSNp/image.png"" width=""100%"" height=""auto"" /> </a>"
PORTABILIDAD,Rechazo por Deuda con la Compañía de Origen (Cedente),NA,NA,NA,NA,NA,NA,"En caso de rechazo por deuda, es necesario indicar al cliente que debe regularizar el pago en el operador actual para continuar con la portabilidad.<br>Notifica al cliente el resultado de la portabilidad, utilizando el siguiente protocolo:<br><br><strong><span style=""color:#FD6C98;"">&quot;(nombre del cliente), verifico en nuestro sistema que su solicitud de portabilidad ha sido rechazada por deuda en su compañía actual. Lo invitamos a realizar el pago pendiente para poder continuar con el proceso de portabilidad.&quot;</span></strong><br><br>Se registra desde OT presionando el botón ubicado en la sección <strong><span style=""color:#005CFF;"">&quot;5 últimas solicitudes&quot;</span></strong> e incluyendo la información en el campo <strong><span style=""color:#005CFF;"">&quot;Descripción&quot;</span></strong>: <br><a href=""https://i.ibb.co/NZ3QSNp/image.png"" target=""_blank""> <img src=""https://i.ibb.co/NZ3QSNp/image.png"" width=""100%"" height=""auto"" /> </a>"
PORTABILIDAD,Rechazo por Cliente Portado en Menos de 120 Días,NA,NA,NA,NA,NA,NA,"Un cliente tiene que permanecer un tiempo mínimo de 120 días en la empresa luego de portarse; durante ese tiempo, no podrá solicitar portarse a otra compañía. Si el cliente solicita la portabilidad antes de cumplir este tiempo, la portabilidad será rechazada en el proceso de pre-factibilidad.<br/>Notifica al cliente el resultado de la portabilidad, utilizando el siguiente protocolo:<br><br><strong><span style=""color:#FD6C98;"">&quot;(nombre del cliente), verifico en nuestro sistema que su solicitud de portabilidad ha sido rechazada ya que se ha portado en un plazo menor a 120 días.&quot;</span></strong><br><br>Se registra desde OT presionando el botón ubicado en la sección <strong><span style=""color:#005CFF;"">&quot;5 últimas solicitudes&quot;</span></strong> e incluyendo la información en el campo <strong><span style=""color:#005CFF;"">&quot;Descripción&quot;</span></strong>: <br><a href=""https://i.ibb.co/NZ3QSNp/image.png"" target=""_blank""> <img src=""https://i.ibb.co/NZ3QSNp/image.png"" width=""100%"" height=""auto"" /> </a>"
PORTABILIDAD,Cliente Portado a Otra Compañía: Activo en dos Compañias,Problema,Portabilidad OUT,Activo en dos compañias,Pendiente + ctrl “s”,5 Días Hábiles,Decripción: <br>Nombre: <br>RUT: <br>Número de contacto:,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/portabilidad-movil-1"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Portabilidad Móvil</a><br>"
PORTABILIDAD,Cliente Portado a Entel: Activo en dos Compañias,Problema,Portabilidad IN,Activo en dos compañias,Pendiente + ctrl “s”,5 Días Hábiles,Decripción: <br>Nombre: <br>RUT: <br>Número de contacto:,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/portabilidad-movil-1"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Portabilidad Móvil</a><br>"
PORTABILIDAD,Portado NO Recibe Llamadas,Problema,Portabilidad IN,Portado no recibe llamadas,Pendiente + ctrl “s”,5 Días Hábiles,Decripción: <br>Nombre: <br>RUT: <br>Número de contacto:,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/portabilidad-movil-1"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Portabilidad Móvil</a><br>"
PORTABILIDAD,Portado NO Activo,Problema o Reclamo,Portabilidad IN,Portado no Activo,Pendiente + ctrl “s”,5 Días Hábiles,Nombre del Cliente: <br>Tipo de Negocio: Portabilidad<br>N° Negocio: <br>Canal de compra: <br>Breve descripción del caso del cliente:,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/portabilidad-movil-1"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Portabilidad Móvil</a><br>"
PORTABILIDAD,Cambios en el Reglamento de Portabilidad Numérica,NA,NA,NA,NA,NA,NA,"Desde este <strong><span style=""color:#10069F;"">3 de febrero de 2025,</span></strong> entran en vigencia importantes cambios en el decreto N°379 de portabilidad numérica, que impactan tu gestión con los clientes tanto móvil como hogar:<br><br>➖<strong><span style=""color:#005CFF;"">Tiempo mínimo para la portabilidad: </span></strong>Ese plazo se modifica de 60 a 120 días, por lo que el cliente no se puede cambiar de compañía en 4 meses.<br>➖<strong><span style=""color:#005CFF;"">Cambio en deuda portable: </span></strong>El cliente no se podrá portar de compañía si tiene una boleta emitida. Hoy es solo boleta vencida, por lo que con este cambio, <strong><span style=""color:#FF3D00;"">el cliente debe pagar la boleta emitida que tenga para portarse.</span></strong><br>➖Recomienda pagar <strong><span style=""color:#005CFF;"">directo en su compañía</span></strong>así el cambio será más rápido. En estos casos toma los datos del cliente, hazlo prospecto y cierra una fecha para contactarlo. No pierdas una venta 😉<br>➖Así verás esto en OneTouch cuando estés ofreciendo una portabilidad y no se cumpla con este requisito:<br><br><a href=""https://i.ibb.co/8J6Y44v/image.png"" target=""_blank""> <img src=""https://i.ibb.co/8J6Y44v/image.png"" width=""100%"" height=""auto"" /> </a><br><br><strong><span style=""color:#191919;"">Si la portabilidad falla por el no pago de la boleta, entrega el siguiente speech:</span></strong><br><strong><span style=""color:#FD6C98;"">&quot;Lamentablemente no podré gestionar tu portabilidad porque tienes una boleta emitida con tu compañía actual. Te sugiero pagar la boleta directamente en la web de la compañía. Puedo esperar a que realices el pago o coordinamos una fecha para comunicarme contigo y de esta forma vivas nuestra gran experiencia de servicio.&quot;</span></strong><br><br><strong><span style=""color:#FF3D00;"">⚠️ Importante:</span></strong><br>Todas las portabilidades realizadas entre el 31 de enero y 2 de febrero que requieran entrega de SIM y luego la gestión de portabilidad, <strong><span style=""color:#FF3D00;"">no se podrán cursar si no cumplen con los nuevos requisitos.</span></strong><br><br><br><br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/noticias/cambios-en-el-reglamento-de-portabilidad"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Cambios en el Reglamento de Portabilidad Numérica</a><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/portabilidad-movil-1"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Portabilidad Móvil</a><br>"
PUNTOS ZONA ENTEL,Cliente consulta detalles de sus Puntos Zona,Información,Cliente,Puntos Zona Entel,Cerrado + ctrl “s”,NA,Detalle de Puntos Zona.,"<br><strong><span style=""color:#FF3D00;"">⚠️ Importante:</span></strong><br>➖El canje de Puntos Entel solo puede ser realizado por el cliente titular. Para canjear correctamente los Puntos Entel en tiendas (modalidad presencial), debe presentar su cédula de identidad.<br>➖Los clientes pueden conocer los productos canjeables ingresando a <a href=""http://www.entel.cl/beneficios/puntos/"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">http://www.entel.cl/beneficios/puntos/</a><br><br><br><strong><span style=""color:#005CFF;"">Vigencia de los puntos:</span></strong><br>➖Los puntos Entel tienen una vigencia de 24 meses (2 años), a partir de la fecha en que son adquiridos. <br>➖Todos los puntos con antigüedad mayor o igual a 24 meses, vencerán los días 30 de noviembre de cada año.<br>➖Los puntos Entel tienen un sistema de canje en el que los primeros puntos acumulados son los canjeados.<br><br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/apoyo-al-cliente/beneficios/puntos-entel/restricciones-de-uso-puntos-entel"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Restricciones de uso Puntos Entel</a><br>"
RECARGAS,Cliente consulta por una Recarga que realizó,Información,Cliente,Recarga Realizada,Cerrado + ctrl “s”,NA,"Cliente consulta su saldo.",NA
RECARGAS,Cliente Consulta detalle de Consumo,Información,Cliente,Histórico Consumos,Cerrado + ctrl “s”,NA,"Cliente consulta por detalle de su consumo",NA
RECARGAS,Cliente pide Info de Prestalukas o Traspaso de Saldo,Información,Cliente,Información Servicios,Cerrado + ctrl “s”,NA,"Cliente solicita información sobre Prestalukas/Traspaso de Saldo.",NA
RECARGAS,Saldo de Recarga Activado,Información,Cliente,Saldo Consolidado,Cerrado + ctrl “s”,NA,Saldo de recarga activado correctamente.,"Para revisar la información del saldo y las unidades de consumo, ingresa en OneClick en la sección Saldo, revisa el monto disponible (en pesos) y el consumo o cuota de: voz (Minutos), SMS (Short Message Service - Número), datos (gigabyte GB), redes sociales de acuerdo al plan. La información la visualizas en la sección “General” del activo.<br>En caso que hay registro de saldo y concuerda con el monto de la recarga, tipifica e indica a cliente que su saldo fue cargado correctamente a su número."
